학구ID,학교ID,학교명,학교급구분,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,데이터기준일자
Z000151180,B000007815,고암초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000151181,B000007815,고암초등학교,초등학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000100947,B000002808,대구두류초등학교,초등학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2025-09-22
Z000101346,B000003204,광주용산초등학교,초등학교,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2025-09-22
Z000151247,B000003204,광주용산초등학교,초등학교,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2025-09-22
Z000100230,B000002089,서울독립문초등학교,초등학교,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2025-09-22
Z000105016,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150829,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150830,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150831,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150832,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150833,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150834,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150835,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150836,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150837,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150840,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150841,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150842,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000150844,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
Z000151206,B000006988,괘릉초등학교,초등학교,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2025-09-22
